,Open,High,Low,Close,Adj Close,Volume
2021-02-11 16:00:00,0.04209417104721069,0.04302038624882698,0.04183684289455414,0.041856054216623306,0.041856054216623306,0
2021-02-11 17:00:00,0.04183254390954971,0.042139340192079544,0.0404558889567852,0.0418359600007534,0.0418359600007534,12438336
2021-02-11 18:00:00,0.041841618716716766,0.04236159101128578,0.041770465672016144,0.04226341471076012,0.04226341471076012,5865728
2021-02-11 19:00:00,0.04229278862476349,0.04230324551463127,0.041023384779691696,0.04122285544872284,0.04122285544872284,0
2021-02-11 20:00:00,0.041221749037504196,0.04199500381946564,0.04028259962797165,0.040444858372211456,0.040444858372211456,0
2021-02-11 21:00:00,0.04029836878180504,0.04124143347144127,0.0399431474506855,0.04049643501639366,0.04049643501639366,16379328
2021-02-11 22:00:00,0.04043997451663017,0.042264312505722046,0.04043997451663017,0.042253635823726654,0.042253635823726654,22917120
2021-02-11 23:00:00,0.04226282611489296,0.0427369587123394,0.04184203967452049,0.0427369587123394,0.0427369587123394,7147904
2021-02-12 00:00:00,0.042636431753635406,0.046405140310525894,0.042636431753635406,0.046405140310525894,0.046405140310525894,108166528
2021-02-12 01:00:00,0.04648822918534279,0.04793239384889603,0.0462726429104805,0.046883758157491684,0.046883758157491684,81252736
2021-02-12 02:00:00,0.0468653105199337,0.0468653105199337,0.045102473348379135,0.045604053884744644,0.045604053884744644,20947392
2021-02-12 03:00:00,0.04568632319569588,0.04568632319569588,0.044900473207235336,0.044900473207235336,0.044900473207235336,9842944
2021-02-12 04:00:00,0.04480080306529999,0.04482210427522659,0.04254467785358429,0.04377047345042229,0.04377047345042229,37266432
2021-02-12 05:00:00,0.043875761330127716,0.044466786086559296,0.043875761330127716,0.044403426349163055,0.044403426349163055,14095104
2021-02-12 06:00:00,0.04440327361226082,0.04613932594656944,0.04295876994729042,0.04613932594656944,0.04613932594656944,36756096
2021-02-12 07:00:00,0.046058036386966705,0.04654714837670326,0.04552989453077316,0.04651876911520958,0.04651876911520958,17112064
2021-02-12 08:00:00,0.04651734605431557,0.04665074869990349,0.045365821570158005,0.04553372040390968,0.04553372040390968,0
2021-02-12 09:00:00,0.04559808596968651,0.04559808596968651,0.044849928468465805,0.04517043009400368,0.04517043009400368,0
2021-02-12 10:00:00,0.045523591339588165,0.047135159373283386,0.045523591339588165,0.046292513608932495,0.046292513608932495,29623296
2021-02-12 11:00:00,0.04623173177242279,0.04680830240249634,0.04593289643526077,0.04680795222520828,0.04680795222520828,0
2021-02-12 12:00:00,0.04675093665719032,0.04683787375688553,0.04530062898993492,0.04556521400809288,0.04556521400809288,0
2021-02-12 13:00:00,0.045575954020023346,0.0463208332657814,0.04548637196421623,0.046112366020679474,0.046112366020679474,0
2021-02-12 14:00:00,0.04613965004682541,0.046171654015779495,0.043533626943826675,0.04437238723039627,0.04437238723039627,0
2021-02-12 15:00:00,0.04435184225440025,0.0479809045791626,0.04435184225440025,0.0479809045791626,0.0479809045791626,65132224
2021-02-12 16:00:00,0.04796379432082176,0.04883524402976036,0.04739616811275482,0.04850500822067261,0.04850500822067261,50871936
2021-02-12 17:00:00,0.048629000782966614,0.049900129437446594,0.04806525260210037,0.04972638189792633,0.04972638189792633,44235520
2021-02-12 18:00:00,0.04966440051794052,0.05448676273226738,0.04933185875415802,0.05313103273510933,0.05313103273510933,180025984
2021-02-12 19:00:00,0.052961792796850204,0.05999739468097687,0.052961792796850204,0.0565100833773613,0.0565100833773613,368945408
2021-02-12 20:00:00,0.05638708174228668,0.0574440136551857,0.053197961300611496,0.0538489855825901,0.0538489855825901,78538880
2021-02-12 21:00:00,0.05385340377688408,0.05637946352362633,0.052776999771595,0.05637946352362633,0.05637946352362633,82531840
2021-02-12 22:00:00,0.05616845190525055,0.057409804314374924,0.0550352968275547,0.055768292397260666,0.055768292397260666,94511744
2021-02-12 23:00:00,0.05585165694355965,0.05585165694355965,0.053866587579250336,0.05482371523976326,0.05482371523976326,4300160
2021-02-13 00:00:00,0.054706595838069916,0.05812375620007515,0.054665323346853256,0.05790196731686592,0.05790196731686592,76028416
2021-02-13 01:00:00,0.05794485658407211,0.05794485658407211,0.055925849825143814,0.055925849825143814,0.055925849825143814,0
2021-02-13 02:00:00,0.05586807429790497,0.056361112743616104,0.05537746846675873,0.0562887080013752,0.0562887080013752,0
2021-02-13 03:00:00,0.05625618249177933,0.05757376179099083,0.05616292729973793,0.057068146765232086,0.057068146765232086,36127360
2021-02-13 04:00:00,0.05698895826935768,0.06004370003938675,0.0569031722843647,0.06000285968184471,0.06000285968184471,66812416
2021-02-13 05:00:00,0.060115694999694824,0.06044449284672737,0.05708383768796921,0.05735351890325546,0.05735351890325546,0
2021-02-13 06:00:00,0.05736178904771805,0.057736143469810486,0.05584497004747391,0.05618338659405708,0.05618338659405708,0
2021-02-13 07:00:00,0.05634920671582222,0.0568816214799881,0.054590143263339996,0.054615817964076996,0.054615817964076996,0
