Datetime,Open,High,Low,Close,Adj Close,Volume
2023-03-09 20:00:00,20862.00390625,20871.666015625,20611.966796875,20641.244140625,20641.244140625,1036580864
2023-03-09 20:30:00,20646.841796875,20726.658203125,20324.1796875,20324.1796875,20324.1796875,1651052544
2023-03-09 21:00:00,20326.3515625,20405.01171875,20210.306640625,20368.38671875,20368.38671875,1520218112
2023-03-09 21:30:00,20367.35546875,20379.333984375,20244.486328125,20244.486328125,20244.486328125,402239488
2023-03-09 22:00:00,20248.54296875,20423.166015625,20241.21484375,20347.978515625,20347.978515625,458827776
2023-03-09 22:30:00,20347.978515625,20377.240234375,20339.666015625,20364.24609375,20364.24609375,176072704
2023-03-09 23:00:00,20363.263671875,20367.90234375,20325.40234375,20357.982421875,20357.982421875,0
2023-03-09 23:30:00,20359.76953125,20375.443359375,20348.556640625,20361.517578125,20361.517578125,23263232
2023-03-10 00:00:00,20367.001953125,20370.595703125,20152.48828125,20160.931640625,20160.931640625,640677888
2023-03-10 00:30:00,20165.228515625,20166.30078125,20095.775390625,20127.7578125,20127.7578125,587710464
2023-03-10 01:00:00,20130.380859375,20130.380859375,19919.724609375,19952.96875,19952.96875,1422020608
2023-03-10 01:30:00,19964.583984375,20113.05078125,19964.583984375,20113.05078125,20113.05078125,826843136
2023-03-10 02:00:00,20111.208984375,20121.822265625,20077.26171875,20087.787109375,20087.787109375,333365248
2023-03-10 02:30:00,20084.822265625,20097.451171875,20066.751953125,20066.875,20066.875,146421760
2023-03-10 03:00:00,20064.6015625,20122.921875,20045.3984375,20122.921875,20122.921875,268537856
2023-03-10 03:30:00,20121.654296875,20121.654296875,20075.09375,20075.1015625,20075.1015625,109236224
2023-03-10 04:00:00,20069.087890625,20070.70703125,19977.154296875,19984.169921875,19984.169921875,394665984
2023-03-10 04:30:00,19982.5390625,19982.5390625,19895.787109375,19895.787109375,19895.787109375,448888832
2023-03-10 05:00:00,19899.82421875,19971.875,19899.82421875,19970.27734375,19970.27734375,317816832
2023-03-10 05:30:00,19969.345703125,20026.34375,19969.345703125,20020.193359375,20020.193359375,309248000
2023-03-10 06:00:00,20018.208984375,20028.556640625,19948.7890625,19951.4921875,19951.4921875,235745280
2023-03-10 06:30:00,19958.09375,19972.41015625,19897.650390625,19900.078125,19900.078125,213184512
2023-03-10 07:00:00,19899.5859375,19943.171875,19851.787109375,19934.3828125,19934.3828125,770367488
2023-03-10 07:30:00,19935.876953125,20010.380859375,19935.876953125,19975.2890625,19975.2890625,483631104
2023-03-10 08:00:00,19976.404296875,19976.814453125,19907.060546875,19921.279296875,19921.279296875,70967296
2023-03-10 08:30:00,19925.912109375,19956.234375,19893.34375,19956.234375,19956.234375,63004672
2023-03-10 09:00:00,19955.572265625,19961.880859375,19911.451171875,19924.001953125,19924.001953125,99684352
2023-03-10 09:30:00,19919.673828125,19922.171875,19864.640625,19873.064453125,19873.064453125,253526016
2023-03-10 10:00:00,19869.810546875,19905.974609375,19833.4296875,19833.4296875,19833.4296875,297799680
2023-03-10 10:30:00,19827.609375,19842.8359375,19673.7265625,19673.7265625,19673.7265625,1070190592
2023-03-10 11:00:00,19669.916015625,19713.62890625,19628.25390625,19648.90234375,19648.90234375,421588992
2023-03-10 11:30:00,19668.2421875,19781.80078125,19653.078125,19761.294921875,19761.294921875,512401408
2023-03-10 12:00:00,19762.34375,19850.35546875,19755.056640625,19848.490234375,19848.490234375,407584768
2023-03-10 12:30:00,19857.044921875,19964.369140625,19830.201171875,19964.369140625,19964.369140625,583725056
2023-03-10 13:00:00,19958.318359375,19958.318359375,19905.912109375,19945.794921875,19945.794921875,190504960
2023-03-10 13:30:00,19945.794921875,20276.16796875,19945.794921875,20200.095703125,20200.095703125,1490542592
2023-03-10 14:00:00,20204.451171875,20204.451171875,19930.095703125,19984.087890625,19984.087890625,505704448
2023-03-10 14:30:00,19997.3984375,20041.212890625,19740.640625,19844.951171875,19844.951171875,824492032
2023-03-10 15:00:00,19842.890625,19926.904296875,19831.41015625,19836.224609375,19836.224609375,430837760
2023-03-10 15:30:00,19836.28125,20002.0,19836.28125,19999.224609375,19999.224609375,729157632
2023-03-10 16:00:00,20000.166015625,20099.8359375,19960.662109375,20099.271484375,20099.271484375,282730496
2023-03-10 16:30:00,20127.689453125,20219.232421875,20050.142578125,20050.95703125,20050.95703125,648515584
2023-03-10 17:00:00,20043.7421875,20043.7421875,19900.27734375,19900.27734375,19900.27734375,293883904
2023-03-10 17:30:00,19898.875,20046.16796875,19898.875,19944.501953125,19944.501953125,417333248
2023-03-10 18:00:00,19944.3984375,19986.279296875,19912.744140625,19912.744140625,19912.744140625,53379072
2023-03-10 18:30:00,19916.25,19935.37890625,19858.462890625,19858.462890625,19858.462890625,0
2023-03-10 19:00:00,19860.93359375,19960.279296875,19860.93359375,19924.16796875,19924.16796875,0
2023-03-10 19:30:00,19925.72265625,20040.439453125,19925.72265625,20038.126953125,20038.126953125,1560576
2023-03-10 20:00:00,20032.529296875,20058.162109375,19994.484375,20017.810546875,20017.810546875,0
2023-03-10 20:30:00,20021.89453125,20025.4140625,19970.775390625,19989.208984375,19989.208984375,0
2023-03-10 21:00:00,19990.33984375,19990.84375,19893.029296875,19893.029296875,19893.029296875,0
2023-03-10 21:30:00,19907.74609375,20081.48828125,19907.74609375,20081.48828125,20081.48828125,121450496
2023-03-10 22:00:00,20078.18359375,20145.890625,20074.552734375,20125.25,20125.25,79040512
2023-03-10 22:30:00,20127.529296875,20148.197265625,20094.94921875,20143.591796875,20143.591796875,122040320
2023-03-10 23:00:00,20142.173828125,20201.505859375,20134.98046875,20175.498046875,20175.498046875,212852736
2023-03-10 23:30:00,20173.412109375,20245.755859375,20173.412109375,20184.74609375,20184.74609375,244920320
2023-03-11 00:00:00,20187.876953125,20247.4375,20187.876953125,20246.029296875,20246.029296875,29814784
2023-03-11 00:30:00,20254.650390625,20318.6484375,20254.650390625,20304.94140625,20304.94140625,257466368
2023-03-11 01:00:00,20314.0859375,20417.328125,20309.201171875,20409.353515625,20409.353515625,0
2023-03-11 01:30:00,20415.36328125,20755.314453125,20415.36328125,20755.314453125,20755.314453125,757125120
2023-03-11 02:00:00,20748.296875,20782.880859375,20601.11328125,20601.39453125,20601.39453125,237568000
2023-03-11 02:30:00,20591.560546875,20633.458984375,20534.76953125,20621.42578125,20621.42578125,523436032
2023-03-11 03:00:00,20618.466796875,20631.67578125,20533.73046875,20595.966796875,20595.966796875,507383808
2023-03-11 03:30:00,20595.2421875,20734.2890625,20595.2421875,20644.4609375,20644.4609375,593780736
2023-03-11 04:00:00,20650.748046875,20730.31640625,20554.24609375,20567.111328125,20567.111328125,90861568
2023-03-11 04:30:00,20568.80859375,20711.802734375,20551.3359375,20629.703125,20629.703125,6729728
2023-03-11 05:00:00,20680.974609375,20751.76171875,20601.5546875,20697.55859375,20697.55859375,135954432
2023-03-11 05:30:00,20676.158203125,20792.525390625,20658.529296875,20792.525390625,20792.525390625,37908480
2023-03-11 06:00:00,20760.69921875,20760.69921875,20513.568359375,20513.568359375,20513.568359375,14278656
2023-03-11 06:30:00,20534.279296875,20577.857421875,20423.009765625,20423.009765625,20423.009765625,209633280
2023-03-11 07:00:00,20437.34375,20517.72265625,20400.1328125,20425.9296875,20425.9296875,20963328
2023-03-11 07:30:00,20433.595703125,20450.201171875,20141.28125,20141.28125,20141.28125,454963200
2023-03-11 08:00:00,20145.982421875,20202.224609375,20090.1484375,20171.12890625,20171.12890625,512942080
2023-03-11 08:30:00,20164.5625,20628.517578125,20154.63671875,20529.673828125,20529.673828125,664055808
2023-03-11 09:00:00,20592.541015625,20631.458984375,20269.017578125,20269.017578125,20269.017578125,162836480
2023-03-11 09:30:00,20314.75390625,20623.19140625,20224.505859375,20329.013671875,20329.013671875,169373696
2023-03-11 10:00:00,20330.06640625,20371.37109375,20278.283203125,20371.37109375,20371.37109375,0
2023-03-11 10:30:00,20343.95703125,20624.412109375,20169.453125,20216.1171875,20216.1171875,0
2023-03-11 11:00:00,20198.794921875,20301.87109375,20198.794921875,20213.90234375,20213.90234375,0
2023-03-11 11:30:00,20211.49609375,20236.69921875,20153.37890625,20165.47265625,20165.47265625,51466240
2023-03-11 12:00:00,20165.134765625,20208.943359375,20146.671875,20208.943359375,20208.943359375,7225344
2023-03-11 12:30:00,20213.853515625,20217.2265625,20068.66015625,20069.201171875,20069.201171875,0
2023-03-11 13:00:00,20083.208984375,20220.14453125,20068.79296875,20181.685546875,20181.685546875,58445824
2023-03-11 13:30:00,20190.970703125,20257.02734375,20188.783203125,20188.783203125,20188.783203125,0
2023-03-11 14:00:00,20182.845703125,20243.69140625,20176.73828125,20240.06640625,20240.06640625,0
2023-03-11 14:30:00,20247.818359375,20303.970703125,20247.818359375,20248.541015625,20248.541015625,0
2023-03-11 15:00:00,20249.48828125,20290.015625,20230.080078125,20281.962890625,20281.962890625,0
2023-03-11 15:30:00,20287.03515625,20289.5625,20257.341796875,20259.42578125,20259.42578125,0
2023-03-11 16:00:00,20255.751953125,20287.580078125,20225.529296875,20249.138671875,20249.138671875,47568896
2023-03-11 16:30:00,20246.765625,20326.693359375,20236.265625,20317.72265625,20317.72265625,0
2023-03-11 17:00:00,20312.78515625,20354.18359375,20296.044921875,20343.298828125,20343.298828125,0
2023-03-11 17:30:00,20342.6171875,20449.03515625,20319.736328125,20444.830078125,20444.830078125,186257408
2023-03-11 18:00:00,20447.130859375,20504.841796875,20420.990234375,20486.125,20486.125,38365184
2023-03-11 18:30:00,20485.86328125,20516.515625,20481.955078125,20489.5390625,20489.5390625,66363392
2023-03-11 19:00:00,20492.96875,20492.96875,20414.3046875,20455.798828125,20455.798828125,14034944
2023-03-11 19:30:00,20465.69140625,20469.98828125,20414.01171875,20456.49609375,20456.49609375,0
2023-03-11 20:00:00,20459.806640625,20510.330078125,20443.404296875,20510.330078125,20510.330078125,43687936
2023-03-11 20:30:00,20495.24609375,20637.650390625,20495.24609375,20592.232421875,20592.232421875,413896704
2023-03-11 21:00:00,20594.8359375,20594.8359375,20478.283203125,20481.638671875,20481.638671875,43517952
2023-03-11 21:30:00,20482.59375,20504.9609375,20449.501953125,20490.380859375,20490.380859375,2957312
2023-03-11 22:00:00,20492.408203125,20582.1796875,20492.408203125,20568.119140625,20568.119140625,37599232
2023-03-11 22:30:00,20567.39453125,20568.5,20494.212890625,20494.240234375,20494.240234375,18358272
2023-03-11 23:00:00,20488.025390625,20567.408203125,20486.923828125,20561.583984375,20561.583984375,0
2023-03-11 23:30:00,20561.798828125,20663.896484375,20550.607421875,20636.458984375,20636.458984375,90243072
2023-03-12 00:00:00,20628.029296875,20631.640625,20548.087890625,20563.05859375,20563.05859375,97837056
2023-03-12 00:30:00,20560.78125,20617.908203125,20551.28515625,20617.908203125,20617.908203125,0
2023-03-12 01:00:00,20617.03125,20646.0390625,20607.94140625,20630.537109375,20630.537109375,0
2023-03-12 01:30:00,20630.1484375,20643.833984375,20574.01953125,20606.609375,20606.609375,0
2023-03-12 02:00:00,20594.61328125,20615.095703125,20552.060546875,20612.146484375,20612.146484375,0
2023-03-12 02:30:00,20602.328125,20627.29296875,20568.7578125,20621.212890625,20621.212890625,0
2023-03-12 03:00:00,20618.36328125,20661.24609375,20602.31640625,20630.9140625,20630.9140625,0
2023-03-12 03:30:00,20630.974609375,20644.666015625,20623.5078125,20626.015625,20626.015625,0
2023-03-12 04:00:00,20626.00390625,20646.064453125,20626.00390625,20627.869140625,20627.869140625,0
2023-03-12 04:30:00,20626.0703125,20647.259765625,20575.599609375,20640.013671875,20640.013671875,0
2023-03-12 05:00:00,20639.705078125,20721.2265625,20639.705078125,20670.564453125,20670.564453125,5128192
2023-03-12 05:30:00,20672.501953125,20672.501953125,20584.7734375,20587.748046875,20587.748046875,2535424
2023-03-12 06:00:00,20589.451171875,20617.123046875,20586.19921875,20605.365234375,20605.365234375,0
2023-03-12 06:30:00,20603.265625,20603.265625,20547.048828125,20549.388671875,20549.388671875,0
2023-03-12 07:00:00,20549.373046875,20564.603515625,20538.376953125,20550.87109375,20550.87109375,0
2023-03-12 07:30:00,20553.46484375,20553.46484375,20448.806640625,20521.447265625,20521.447265625,0
2023-03-12 08:00:00,20521.447265625,20570.185546875,20513.666015625,20540.62109375,20540.62109375,0
2023-03-12 08:30:00,20543.4765625,20548.8203125,20517.259765625,20546.576171875,20546.576171875,0
2023-03-12 09:00:00,20547.74609375,20580.638671875,20539.8046875,20558.703125,20558.703125,0
2023-03-12 09:30:00,20560.26953125,20594.810546875,20524.947265625,20524.947265625,20524.947265625,0
2023-03-12 10:00:00,20539.318359375,20570.666015625,20528.7578125,20561.673828125,20561.673828125,14047232
2023-03-12 10:30:00,20563.099609375,20589.107421875,20548.1875,20580.873046875,20580.873046875,0
2023-03-12 11:00:00,20579.41796875,20622.791015625,20572.72265625,20605.048828125,20605.048828125,7421952
2023-03-12 11:30:00,20595.05078125,20624.3203125,20574.6875,20575.705078125,20575.705078125,483328
2023-03-12 12:00:00,20587.591796875,20587.591796875,20475.599609375,20528.7421875,20528.7421875,177696768
2023-03-12 12:30:00,20536.63671875,20556.828125,20513.03515625,20541.65625,20541.65625,29224960
2023-03-12 13:00:00,20539.44921875,20633.1015625,20529.435546875,20620.24609375,20620.24609375,64303104
2023-03-12 13:30:00,20607.73828125,20612.568359375,20558.767578125,20558.767578125,20558.767578125,20830208
2023-03-12 14:00:00,20573.3515625,20593.232421875,20558.908203125,20590.068359375,20590.068359375,44359680
2023-03-12 14:30:00,20592.626953125,20630.470703125,20561.41015625,20561.41015625,20561.41015625,0
2023-03-12 15:00:00,20561.9921875,20651.337890625,20536.357421875,20623.474609375,20623.474609375,122933248
2023-03-12 15:30:00,20614.236328125,20627.5703125,20561.072265625,20594.25390625,20594.25390625,26871808
2023-03-12 16:00:00,20595.69921875,20612.685546875,20585.169921875,20595.703125,20595.703125,2516992
2023-03-12 16:30:00,20594.26953125,20643.15625,20575.306640625,20631.951171875,20631.951171875,36116480
2023-03-12 17:00:00,20630.1328125,20905.611328125,20609.97265625,20892.078125,20892.078125,326397952
2023-03-12 17:30:00,20870.26171875,21033.640625,20788.484375,21002.833984375,21002.833984375,871890944
2023-03-12 18:00:00,21016.50390625,21178.0390625,20971.962890625,21177.3671875,21177.3671875,520257536
2023-03-12 18:30:00,21191.802734375,21586.73828125,21158.59765625,21449.03515625,21449.03515625,1475962880
2023-03-12 19:00:00,21398.3828125,21515.078125,21218.45703125,21227.765625,21227.765625,652404736
2023-03-12 19:30:00,21183.65234375,21225.76953125,21070.640625,21070.640625,21070.640625,472256512
2023-03-12 20:00:00,21067.228515625,21254.736328125,21057.94921875,21243.91796875,21243.91796875,316731392
2023-03-12 20:30:00,21282.017578125,21526.7890625,21282.017578125,21452.171875,21452.171875,469858304
2023-03-12 21:00:00,21504.47265625,21504.47265625,21356.853515625,21364.072265625,21364.072265625,215390208
2023-03-12 21:30:00,21364.072265625,21464.44921875,21364.072265625,21444.9609375,21444.9609375,179937280
2023-03-12 22:00:00,21475.8359375,22111.419921875,21321.5234375,21954.5234375,21954.5234375,1473632256
2023-03-12 22:30:00,22033.146484375,22073.62109375,21861.052734375,21873.517578125,21873.517578125,873472000
2023-03-12 23:00:00,21903.97265625,22026.392578125,21812.51953125,22014.455078125,22014.455078125,655783936
2023-03-12 23:30:00,22041.427734375,22185.03125,21945.33203125,22185.03125,22185.03125,900349952
2023-03-13 00:00:00,22156.40625,22363.953125,22075.734375,22339.322265625,22339.322265625,782450688
2023-03-13 00:30:00,22376.71875,22728.515625,22318.54296875,22635.021484375,22635.021484375,1503795200
2023-03-13 01:00:00,22620.462890625,22620.46484375,22470.283203125,22517.408203125,22517.408203125,620609536
2023-03-13 01:30:00,22506.6171875,22569.26171875,22458.521484375,22465.6875,22465.6875,450865152
2023-03-13 02:00:00,22467.939453125,22519.5,22364.216796875,22364.216796875,22364.216796875,382134272
2023-03-13 02:30:00,22359.375,22436.654296875,22219.70703125,22309.142578125,22309.142578125,333324288
2023-03-13 03:00:00,22313.19921875,22355.740234375,22247.748046875,22318.57421875,22318.57421875,126984192
2023-03-13 03:30:00,22320.736328125,22382.248046875,22298.314453125,22326.447265625,22326.447265625,244914176
2023-03-13 04:00:00,22331.537109375,22490.484375,22331.537109375,22480.91015625,22480.91015625,510164992
2023-03-13 04:30:00,22463.21875,22494.529296875,22430.181640625,22430.181640625,22430.181640625,246235136
2023-03-13 05:00:00,22441.89453125,22482.537109375,22437.470703125,22441.001953125,22441.001953125,44099584
2023-03-13 05:30:00,22449.138671875,22471.2109375,22400.84765625,22471.2109375,22471.2109375,158724096
2023-03-13 06:00:00,22484.39453125,22485.810546875,22406.564453125,22441.037109375,22441.037109375,324173824
2023-03-13 06:30:00,22405.5546875,22465.138671875,22384.984375,22454.599609375,22454.599609375,194617344
2023-03-13 07:00:00,22451.728515625,22519.517578125,22422.388671875,22495.373046875,22495.373046875,403775488
2023-03-13 07:30:00,22478.30859375,22581.7578125,22470.037109375,22556.40625,22556.40625,420429824
2023-03-13 08:00:00,22555.400390625,22578.9765625,22449.61328125,22449.61328125,22449.61328125,413904896
2023-03-13 08:30:00,22432.439453125,22445.32421875,22260.38671875,22288.67578125,22288.67578125,533065728
2023-03-13 09:00:00,22256.44140625,22306.45703125,22178.130859375,22178.130859375,22178.130859375,345767936
2023-03-13 09:30:00,22143.232421875,22143.232421875,21931.283203125,22044.12109375,22044.12109375,986165248
2023-03-13 10:00:00,22046.884765625,22106.25390625,21918.19921875,22069.005859375,22069.005859375,634351616
2023-03-13 10:30:00,22076.626953125,22225.662109375,22063.904296875,22225.662109375,22225.662109375,523964416
2023-03-13 11:00:00,22210.4296875,22241.15625,22096.85546875,22096.85546875,22096.85546875,355770368
2023-03-13 11:30:00,22121.3046875,22188.701171875,22088.4296875,22172.96875,22172.96875,291823616
2023-03-13 12:00:00,22165.076171875,22170.326171875,22031.787109375,22170.326171875,22170.326171875,287662080
2023-03-13 12:30:00,22160.126953125,22185.13671875,22020.009765625,22167.62890625,22167.62890625,531591168
2023-03-13 13:00:00,22167.404296875,22599.296875,22167.404296875,22476.03515625,22476.03515625,1309696000
2023-03-13 13:30:00,22481.251953125,22634.4375,22351.689453125,22570.740234375,22570.740234375,1368051712
2023-03-13 14:00:00,22577.896484375,23573.064453125,22504.60546875,23545.662109375,23545.662109375,2953068544
2023-03-13 14:30:00,23495.703125,23679.314453125,23495.703125,23656.4609375,23656.4609375,1888223232
2023-03-13 15:00:00,23642.04296875,24459.515625,23642.04296875,24427.390625,24427.390625,2814955520
2023-03-13 15:30:00,24478.5625,24550.837890625,24048.423828125,24097.974609375,24097.974609375,1814044672
2023-03-13 16:00:00,24078.0234375,24290.544921875,24078.0234375,24128.97265625,24128.97265625,1144074240
2023-03-13 16:30:00,24102.521484375,24173.337890625,23871.8359375,24059.1328125,24059.1328125,1212719104
2023-03-13 17:00:00,24044.80859375,24061.4609375,23932.740234375,24040.248046875,24040.248046875,545517568
2023-03-13 17:30:00,24054.4140625,24228.154296875,24054.4140625,24195.939453125,24195.939453125,116891648
2023-03-13 18:00:00,24183.099609375,24313.224609375,24091.533203125,24236.228515625,24236.228515625,65101824
2023-03-13 18:30:00,24231.08984375,24339.05859375,24187.20703125,24329.015625,24329.015625,52224000
2023-03-13 19:00:00,24340.794921875,24466.67578125,24210.5234375,24210.5234375,24210.5234375,116736000
2023-03-13 19:30:00,24232.607421875,24385.333984375,24232.607421875,24282.34765625,24282.34765625,162418688
2023-03-13 20:00:00,24363.779296875,24394.962890625,24227.630859375,24227.630859375,24227.630859375,42102784
2023-03-13 20:30:00,24226.650390625,24303.140625,24173.73046875,24235.728515625,24235.728515625,0
2023-03-13 21:00:00,24220.45703125,24308.603515625,24200.216796875,24200.216796875,24200.216796875,0
2023-03-13 21:30:00,24171.203125,24238.61328125,24166.93359375,24174.91796875,24174.91796875,18411520
2023-03-13 22:00:00,24189.1796875,24328.796875,24189.1796875,24319.3671875,24319.3671875,0
2023-03-13 22:30:00,24313.62109375,24328.8671875,24213.689453125,24295.919921875,24295.919921875,0
2023-03-13 23:00:00,24296.955078125,24300.830078125,24061.673828125,24127.3125,24127.3125,24469504
2023-03-13 23:30:00,24124.279296875,24181.662109375,24076.330078125,24181.662109375,24181.662109375,0
2023-03-14 00:00:00,24201.765625,24227.919921875,24081.18359375,24197.029296875,24197.029296875,71409664
2023-03-14 00:30:00,24217.685546875,24311.46484375,24181.197265625,24256.265625,24256.265625,0
2023-03-14 01:00:00,24270.501953125,24357.134765625,24228.197265625,24357.134765625,24357.134765625,24850432
2023-03-14 01:30:00,24363.140625,24512.79296875,24294.494140625,24512.79296875,24512.79296875,297730048
2023-03-14 02:00:00,24507.28515625,24555.611328125,24382.966796875,24382.966796875,24382.966796875,165576704
2023-03-14 02:30:00,24392.64453125,24407.322265625,24367.798828125,24373.650390625,24373.650390625,0
2023-03-14 03:00:00,24372.17578125,24407.041015625,24336.509765625,24407.041015625,24407.041015625,3133440
2023-03-14 03:30:00,24439.4921875,24510.375,24424.025390625,24475.44921875,24475.44921875,104673280
2023-03-14 04:00:00,24485.609375,24507.73828125,24442.984375,24507.73828125,24507.73828125,7434240
2023-03-14 04:30:00,24531.890625,24537.220703125,24449.869140625,24537.220703125,24537.220703125,27865088
